,correct,predicted
727,10990,16681.4419487748
728,11950,14116.78063622917
729,6490,4118.938050452901
730,6720,6252.52415779985
731,29880,51970.12633256855
732,37990,33037.980923123716
733,8200,7222.616769699476
734,9900,11702.226642810012
735,16500,17216.211648948112
736,4600,3904.657110153942
737,11876,6141.62984777418
738,10440,9719.346798230366
739,5700,562.8728253136283
740,9280,19715.88782734055
741,10710,8864.21588127708
742,28950,19429.448340312956
743,11490,11501.734900868994
744,7980,11894.197994443877
745,10999,15261.951976163286
746,7400,2980.258386036087
747,6490,7171.304337266636
748,5490,5302.4190144816785
749,10490,11467.330205886188
750,4750,5412.827225318153
751,8480,3684.6205713480367
752,9000,4882.089033652283
753,18970,19151.096949877145
754,9990,12979.805820932093
755,38942,47697.9689084187
756,2890,-564.0975018933048
757,4500,913.908918878908
758,29950,37570.5082365611
759,9490,8396.948641056177
760,7700,3144.562908317985
761,54590,34769.96741236329
762,11990,12856.178413752024
763,7990,4383.312556916657
764,28490,16513.175767812085
765,22600,27497.6616059578
766,2990,2784.752402041892
767,4300,-2019.7871893500478
768,4490,1251.8403523418456
769,12896,13848.346284824627
770,8600,5514.252913894373
771,6000,6173.519898884754
772,6490,7727.617640142197
773,10950,17983.547358134085
774,8999,6197.489802722076
775,3500,-634.0687893228226
776,5870,2159.304640596625
777,12900,15563.906858545857
778,6500,4509.433040734892
779,47700,52814.52137981973
780,30960,45949.62477147512
781,20960,26569.70630679445
782,11400,15066.499166011186
783,4100,2037.809264951101
784,24900,21451.496992807202
785,43950,45359.83628210647
786,30900,58328.06460135937
787,5780,2520.018149867582
788,4800,1268.9233434823207
789,22900,34234.71804357282
790,11930,10065.845744348826
791,4900,-168.1483906177143
792,49999,37827.05547485987
793,3888,-2122.7521402113853
794,22890,19438.959661144214
795,10980,13147.484875491362
796,34990,34941.129387488356
797,10490,13732.465685306715
798,15990,19960.83796182201
799,7999,7879.168385153737
800,6600,7907.059205753446
801,5999,2339.783049586201
802,6280,12686.928686150757
803,7389,6954.71506490304
804,5990,3148.019070835514
805,12900,19606.03326197697
806,28400,32683.990909974964
807,8790,3807.2860558258935
808,8940,11495.763403212271
809,40390,39007.8105515082
810,7800,7338.059592377578
811,21990,21973.965121693844
812,3500,-1919.5331084775903
813,19390,23821.689733106243
814,6700,2847.7850584198595
815,27390,27205.70079028015
816,9999,9203.666275987482
817,16900,23228.23123236555
818,24890,25233.622005960457
819,3499,6747.890288413079
820,8490,7384.440763604384
821,5999,3651.7530684766725
822,12950,13813.375462303162
823,35480,28573.9164537127
824,27980,30037.919750691774
825,7450,6587.887477611003
826,13028,13885.03752528123
827,6950,5396.330254106241
828,28960,42284.39516207385
829,26980,38081.47768349837
830,24399,27686.417691354207
831,5300,7331.180612057158
832,24450,17773.8432206039
833,13990,13884.097977417554
834,35250,34461.241499235184
835,13999,11779.661295401173
836,6900,2393.648046733836
837,64652,15788.63099427692
838,5600,2367.9474662306484
839,10900,15993.069680004815
840,9499,9091.866570417238
841,28990,37311.881572200604
842,6980,7783.354983696325
843,28000,30445.98103303894
844,37880,54776.58087801448
845,9990,11198.552787688588
846,5000,-1118.0991164557286
847,15985,20036.601090129654
848,22990,25146.335079302684
849,20960,25166.97955731086
850,7000,12376.827930767797
851,8700,13965.09200987888
852,11190,14099.448181867509
853,149900,92254.1423122261
854,7150,3838.635644289437
855,7990,9944.439240052923
856,4950,12.177299241492165
857,10920,13622.199164089272
858,11490,13260.177601384783
859,11500,11461.014102808154
860,8590,4062.3301578732276
861,13999,18827.85377327082
862,6999,7580.28399557292
863,22135,23766.422211713503
864,10690,15254.58446434714
865,20290,19330.76749807198
866,17865,19585.349710334354
867,12000,2878.083045227102
868,24980,22440.70312825741
869,18888,19154.472037205564
870,28999,43437.31614769144
871,5900,3465.4113506404474
872,6990,8866.572595326328
873,74890,56168.7213400346
874,116800,70663.9981410273
875,10700,17325.329389332102
876,7999,6522.501028345958
877,113890,66088.07173640718
878,10100,10762.498178534444
879,17999,35864.493241942466
880,17790,25380.269354289114
881,7990,9015.822249382696
882,8789,10131.308297345548
883,11333,11300.855335897675
884,7000,5394.512935985963
885,8790,9156.58708774176
886,4500,2125.93821128289
887,7777,9083.933738666898
